race,sex,sl,yc,h_cm,hw_k,es,y
B,M,N,Y,184.1,106.6,89.2,1
B,F,N,N,156.6,85.4,81.5,0
A,F,Y,N,156.3,297.0,84.9,0
A,M,Y,Y,180.4,348.2,81.0,0
W,F,N,N,156.0,140.5,85.9,1
B,F,N,N,163.4,115.6,84.7,0
A,M,Y,Y,193.0,313.5,81.1,0
A,F,Y,N,164.5,299.4,85.6,1
A,M,Y,Y,182.4,347.7,87.0,1
B,M,N,Y,185.4,92.4,85.9,1
B,M,N,Y,193.7,65.6,88.2,1
W,M,N,Y,175.2,187.2,80.7,0
A,F,Y,N,167.1,327.2,88.6,1
B,M,N,Y,189.5,68.7,86.7,1
A,M,Y,Y,195.2,281.9,87.2,1
W,M,N,Y,194.6,181.1,83.9,0
A,M,Y,Y,181.1,333.4,85.4,1
A,F,Y,N,168.0,339.9,85.7,1
W,M,N,Y,184.8,164.5,82.0,0
B,M,N,Y,176.2,94.7,86.2,1
B,M,N,Y,175.8,61.5,83.0,0
W,M,N,Y,182.0,138.3,82.0,0
A,F,Y,N,167.3,311.6,83.2,0
B,M,N,Y,198.4,122.7,87.2,1
B,M,N,Y,177.2,85.9,84.0,0
W,F,N,N,163.8,148.4,83.4,0
B,M,N,Y,171.3,114.8,86.1,1
A,F,Y,N,165.3,284.3,85.6,1
A,F,Y,N,152.9,289.0,81.7,0
W,M,N,Y,188.0,266.6,85.3,1
A,F,Y,N,155.5,320.3,84.1,0
W,M,N,Y,168.6,131.7,86.4,1
A,M,Y,Y,194.4,294.9,80.4,0
B,M,N,Y,189.5,59.9,86.7,1
A,F,Y,N,167.8,305.8,86.4,1
A,F,Y,N,154.2,277.9,84.0,0
W,F,N,N,157.8,209.1,82.8,0
B,M,N,Y,176.5,91.6,82.5,0
W,F,N,N,154.7,227.9,81.0,0
B,F,N,N,162.4,85.5,85.3,1
W,M,N,Y,187.1,232.7,87.9,1
A,F,Y,N,159.2,316.6,85.6,1
A,M,Y,Y,178.9,305.6,86.5,1
B,M,N,Y,174.4,78.7,89.2,1
W,M,N,Y,190.3,235.7,87.2,1
B,F,N,N,153.0,86.8,85.6,1
A,F,Y,N,158.4,304.8,82.9,0
W,M,N,Y,178.5,188.7,81.3,0
W,M,N,Y,191.8,252.6,84.5,0
A,M,Y,Y,171.2,336.3,88.9,1
W,M,N,Y,191.4,219.7,82.2,0
B,M,N,Y,175.8,65.7,83.7,0
W,F,N,N,152.0,143.3,83.8,0
B,F,N,N,166.4,108.1,85.7,1
A,F,Y,N,153.4,333.2,80.7,0
A,F,Y,N,155.9,307.8,87.9,1
B,F,N,N,156.0,78.7,80.6,0
W,M,N,Y,180.3,273.7,88.9,1
B,F,N,N,151.7,89.2,80.0,0
A,F,Y,N,165.3,287.2,82.1,0
W,F,N,N,167.8,167.7,88.3,1
W,F,N,N,158.7,129.2,82.4,0
B,M,N,Y,174.0,97.0,89.8,1
A,F,Y,N,154.0,333.5,88.7,1
A,M,Y,Y,186.5,346.3,90.0,1
B,M,N,Y,178.4,52.7,86.4,1
W,M,N,Y,185.7,135.5,89.3,1
W,F,N,N,158.8,222.5,88.4,1
W,F,N,N,153.8,139.0,81.0,0
B,F,N,N,151.7,73.3,85.2,1
W,F,N,N,152.3,147.7,84.1,0
B,M,N,Y,199.8,51.7,81.8,0
W,M,N,Y,199.2,222.6,86.6,1
W,M,N,Y,196.6,207.3,88.8,1
W,M,N,Y,178.2,263.7,81.9,0
W,M,N,Y,185.1,264.1,89.3,1
A,F,Y,N,159.7,303.1,85.0,1
W,F,N,N,161.8,128.5,89.7,1
A,F,Y,N,165.6,287.1,83.7,0
A,M,Y,Y,185.7,329.5,85.3,1
B,M,N,Y,181.1,121.6,82.6,0
W,F,N,N,167.2,132.0,81.8,0
W,M,N,Y,199.3,256.8,81.3,0
W,F,N,N,151.8,206.4,90.0,1
A,M,Y,Y,186.9,348.9,83.8,0
A,M,Y,Y,182.4,349.4,88.0,1
W,F,N,N,160.6,244.0,88.3,1
A,F,Y,N,157.4,317.5,85.2,1
A,M,Y,Y,182.9,339.8,85.7,1
A,M,Y,Y,171.2,306.6,89.9,1
B,M,N,Y,170.8,102.3,83.0,0
W,M,N,Y,187.9,211.8,87.8,1
A,M,Y,Y,190.6,275.1,84.8,0
A,M,Y,Y,198.3,321.0,83.3,0
A,M,Y,Y,171.8,296.6,83.0,0
W,M,N,Y,180.1,189.7,82.9,0
W,F,N,N,154.4,257.2,84.8,0
B,F,N,N,164.8,90.5,87.9,1
B,M,N,Y,191.9,104.4,87.9,1
A,F,Y,N,163.2,277.2,83.9,0
B,F,N,N,157.6,81.9,87.4,1
B,F,N,N,158.5,66.3,80.2,0
B,F,N,N,167.8,91.3,85.3,1
W,M,N,Y,193.6,132.1,88.6,1
B,F,N,N,154.7,109.1,83.8,0
B,M,N,Y,186.9,102.2,83.1,0
W,F,N,N,158.4,185.6,87.4,1
B,F,N,N,150.6,70.4,84.0,0
A,F,Y,N,160.6,309.8,85.4,1
W,F,N,N,153.6,254.2,85.8,1
A,F,Y,N,154.8,298.5,86.6,1
A,F,Y,N,160.3,303.3,83.9,0
A,F,Y,N,166.9,346.8,84.6,0
W,M,N,Y,177.7,237.6,85.0,1
W,M,N,Y,171.3,190.2,82.2,0
W,M,N,Y,188.0,245.1,82.6,0
W,F,N,N,153.5,233.6,84.7,0
B,F,N,N,152.9,101.2,83.6,0
A,F,Y,N,160.1,282.2,89.8,1
B,F,N,N,154.3,74.6,86.9,1
A,F,Y,N,153.2,283.2,82.5,0
A,F,Y,N,159.3,278.6,84.8,0
B,M,N,Y,197.6,116.4,86.9,1
A,M,Y,Y,189.9,278.1,89.2,1
A,F,Y,N,153.4,278.1,88.0,1
B,M,N,Y,196.2,83.9,81.1,0
A,F,Y,N,151.2,287.5,87.4,1
B,F,N,N,151.9,104.5,87.1,1
B,F,N,N,161.7,52.1,80.1,0
A,M,Y,Y,187.0,332.9,84.5,0
A,F,Y,N,165.0,277.3,80.4,0
B,M,N,Y,190.7,85.5,85.9,1
B,F,N,N,157.9,92.3,88.4,1
B,F,N,N,157.0,93.5,80.2,0
B,F,N,N,163.6,85.3,86.5,1
W,F,N,N,157.8,132.4,85.4,1
B,F,N,N,153.9,99.0,80.5,0
B,F,N,N,167.0,58.1,84.5,0
W,F,N,N,160.6,236.6,82.3,0
W,M,N,Y,176.2,125.5,80.2,0
B,F,N,N,151.6,53.4,85.2,1
B,M,N,Y,174.3,107.3,80.8,0
W,M,N,Y,170.3,237.7,88.8,1
B,M,N,Y,179.2,53.4,83.9,0
A,M,Y,Y,168.3,322.9,83.8,0
B,F,N,N,159.5,114.2,81.5,0
A,F,Y,N,153.9,319.5,80.9,0
W,F,N,N,154.9,211.2,88.3,1
W,M,N,Y,187.2,203.2,80.3,0
W,F,N,N,164.4,125.5,84.7,0
B,M,N,Y,178.1,104.0,83.4,0
A,M,Y,Y,190.8,334.2,85.8,1
W,F,N,N,162.3,207.1,83.6,0
A,F,Y,N,163.4,295.0,86.5,1
A,M,Y,Y,192.2,304.4,84.0,0
W,M,N,Y,176.9,162.9,86.0,1
W,M,N,Y,173.8,271.8,81.4,0
B,M,N,Y,179.7,116.1,81.4,0
A,M,Y,Y,192.7,308.2,87.4,1
A,M,Y,Y,180.3,294.7,84.2,0
B,M,N,Y,190.2,75.2,85.0,1
B,M,N,Y,168.6,122.3,82.8,0
A,F,Y,N,158.0,302.5,89.4,1
B,M,N,Y,180.4,77.1,83.4,0
B,F,N,N,163.8,66.3,84.1,0
A,F,Y,N,165.8,341.9,80.1,0
B,F,N,N,153.5,57.0,84.3,0
B,M,N,Y,181.2,117.0,83.4,0
B,M,N,Y,185.2,73.6,82.8,0
B,F,N,N,165.1,78.8,84.7,0
A,F,Y,N,164.0,302.1,86.7,1
W,M,N,Y,189.8,249.1,89.8,1
B,M,N,Y,177.9,88.5,81.1,0
W,M,N,Y,170.4,255.1,80.5,0
A,F,Y,N,154.1,289.6,86.3,1
A,F,Y,N,153.6,289.9,86.2,1
B,M,N,Y,174.4,56.2,81.4,0
A,M,Y,Y,199.6,311.3,86.9,1
A,M,Y,Y,193.3,323.7,80.8,0
W,M,N,Y,196.0,201.5,81.1,0
A,M,Y,Y,183.4,332.0,89.8,1
W,M,N,Y,177.2,237.2,81.3,0
A,F,Y,N,163.0,338.0,85.6,1
B,M,N,Y,188.1,88.1,88.2,1
B,M,N,Y,194.9,106.1,89.9,1
W,M,N,Y,178.2,228.4,85.6,1
B,M,N,Y,179.6,120.9,83.7,0
A,F,Y,N,151.1,293.5,86.3,1
B,M,N,Y,191.8,72.6,81.3,0
W,M,N,Y,171.6,202.3,87.4,1
A,F,Y,N,164.0,296.2,81.0,0
B,F,N,N,157.3,54.3,88.9,1
W,F,N,N,154.1,235.1,87.5,1
W,M,N,Y,198.4,250.6,89.3,1
A,F,Y,N,167.5,325.4,87.9,1
A,F,Y,N,167.8,346.0,85.7,1
A,M,Y,Y,168.8,286.5,83.7,0
B,F,N,N,161.8,64.1,89.3,1
A,M,Y,Y,169.6,282.5,88.5,1
A,F,Y,N,150.4,335.4,81.4,0
A,F,Y,N,156.1,341.7,80.3,0
B,F,N,N,159.1,62.3,81.7,0
W,F,N,N,155.1,140.8,86.9,1
W,F,N,N,154.0,253.7,87.7,1
A,M,Y,Y,197.7,333.2,85.3,1
W,F,N,N,163.9,266.4,87.2,1
W,F,N,N,152.2,241.2,88.9,1
B,M,N,Y,186.0,96.8,89.4,1
W,F,N,N,159.9,211.1,86.1,1
A,F,Y,N,150.9,299.6,84.2,0
A,M,Y,Y,182.2,296.5,82.0,0
W,F,N,N,157.0,222.1,88.8,1
W,F,N,N,157.3,180.3,82.7,0
B,F,N,N,158.3,92.9,85.5,1
W,F,N,N,159.5,203.2,84.8,0
W,M,N,Y,191.9,207.0,88.0,1
W,F,N,N,154.6,168.5,82.5,0
B,M,N,Y,189.5,100.1,81.6,0
A,F,Y,N,159.0,337.5,89.8,1
A,F,Y,N,166.4,290.5,84.6,0
W,F,N,N,167.8,203.0,88.7,1
B,F,N,N,155.2,124.0,82.6,0
B,M,N,Y,194.6,121.2,89.2,1
A,F,Y,N,156.7,301.4,88.7,1
A,F,Y,N,153.4,296.6,86.8,1
W,M,N,Y,188.4,197.6,87.9,1
W,M,N,Y,177.1,178.3,87.5,1
B,M,N,Y,188.0,56.2,84.1,0
B,M,N,Y,181.6,84.6,85.1,1
B,F,N,N,155.5,68.9,83.2,0
A,M,Y,Y,190.1,301.9,81.3,0
A,F,Y,N,162.7,291.7,82.1,0
A,F,Y,N,156.0,336.9,84.8,0
A,M,Y,Y,177.3,289.9,88.8,1
A,F,Y,N,167.6,334.5,85.1,1
A,M,Y,Y,177.0,349.4,84.9,0
A,F,Y,N,155.8,339.3,89.5,1
W,F,N,N,163.4,129.8,81.7,0
A,F,Y,N,155.8,346.8,84.6,0
A,M,Y,Y,195.6,318.3,82.1,0
B,M,N,Y,168.7,81.4,90.0,1
W,M,N,Y,189.6,224.5,80.2,0
B,F,N,N,153.4,88.0,87.0,1
W,M,N,Y,172.6,153.8,82.5,0
B,M,N,Y,191.7,60.6,83.6,0
W,M,N,Y,178.9,165.2,87.2,1
A,M,Y,Y,189.8,286.8,84.4,0
B,M,N,Y,170.9,96.4,87.3,1
B,M,N,Y,185.5,102.6,81.8,0
A,M,Y,Y,189.2,329.0,86.1,1
W,M,N,Y,186.2,167.1,80.5,0
B,F,N,N,157.6,52.2,86.5,1
B,M,N,Y,177.3,102.2,86.9,1
B,M,N,Y,195.9,112.2,85.8,1
A,M,Y,Y,173.6,282.7,80.6,0
A,F,Y,N,153.4,329.5,88.6,1
A,F,Y,N,159.8,291.7,81.2,0
B,F,N,N,161.3,118.1,84.9,0
B,F,N,N,164.7,106.2,81.4,0
A,M,Y,Y,179.4,293.9,84.7,0
W,M,N,Y,190.5,207.1,81.1,0
B,F,N,N,159.3,53.7,80.3,0
B,M,N,Y,176.0,106.0,84.8,0
B,F,N,N,151.0,72.5,89.1,1
W,M,N,Y,174.2,238.0,84.0,0
W,M,N,Y,192.6,218.1,89.5,1
W,F,N,N,160.3,211.7,83.5,0
A,M,Y,Y,190.3,344.7,87.9,1
B,F,N,N,164.5,112.1,82.2,0
W,M,N,Y,199.3,269.0,81.1,0
W,M,N,Y,177.8,205.5,83.8,0
A,F,Y,N,159.0,332.4,87.0,1
B,M,N,Y,176.0,124.5,82.0,0
A,F,Y,N,159.6,288.2,89.0,1
B,F,N,N,167.3,96.2,81.7,0
A,F,Y,N,152.3,299.1,86.3,1
B,M,N,Y,184.2,50.7,89.2,1
A,M,Y,Y,190.5,336.1,83.7,0
A,F,Y,N,151.0,300.5,87.2,1
W,F,N,N,152.2,262.6,83.8,0
B,M,N,Y,187.9,119.7,82.5,0
B,F,N,N,151.8,112.1,85.0,1
B,M,N,Y,196.5,109.3,86.6,1
B,M,N,Y,196.1,80.0,86.5,1
W,M,N,Y,177.7,263.2,87.2,1
A,F,Y,N,160.8,347.1,85.9,1
A,F,Y,N,161.4,292.5,81.4,0
A,F,Y,N,157.8,313.2,82.1,0
B,F,N,N,163.9,105.3,80.2,0
A,M,Y,Y,176.3,321.5,83.0,0
W,M,N,Y,186.5,126.2,86.2,1
B,M,N,Y,192.9,121.2,89.2,1
B,F,N,N,154.0,51.1,85.9,1
A,M,Y,Y,171.1,305.7,89.1,1
A,M,Y,Y,183.6,320.3,85.0,1
W,M,N,Y,185.1,219.8,82.8,0
B,M,N,Y,191.6,99.3,84.6,0
B,F,N,N,153.5,92.7,87.7,1
W,M,N,Y,191.8,145.7,83.8,0
W,F,N,N,161.4,246.3,83.4,0
B,M,N,Y,188.0,88.3,85.1,1
B,F,N,N,162.5,87.5,86.3,1
A,F,Y,N,165.2,324.7,85.8,1
W,M,N,Y,181.1,172.7,81.1,0
A,F,Y,N,151.3,323.8,89.4,1
B,F,N,N,163.1,50.9,81.3,0
B,F,N,N,167.2,68.6,85.9,1
W,M,N,Y,177.3,231.7,88.0,1
B,F,N,N,156.4,80.2,85.3,1
A,M,Y,Y,169.6,339.4,84.0,0
W,M,N,Y,197.9,190.6,83.4,0
B,M,N,Y,188.4,92.8,84.0,0
B,M,N,Y,195.6,122.0,86.9,1
W,M,N,Y,176.0,212.1,82.9,0
A,F,Y,N,156.7,313.6,87.4,1
W,F,N,N,151.8,183.3,84.0,0
B,M,N,Y,190.3,110.0,82.0,0
B,M,N,Y,173.9,78.8,89.6,1
B,F,N,N,161.9,72.5,89.4,1
A,F,Y,N,160.8,290.9,83.2,0
B,F,N,N,151.9,76.6,84.8,0
B,M,N,Y,187.6,75.3,89.7,1
W,F,N,N,150.8,206.9,81.1,0
B,F,N,N,166.8,69.6,80.5,0
W,M,N,Y,185.4,244.2,86.7,1
B,M,N,Y,178.1,73.1,88.7,1
A,M,Y,Y,183.3,287.6,87.8,1
B,M,N,Y,189.0,116.7,80.0,0
B,F,N,N,166.3,111.6,88.1,1
W,M,N,Y,192.5,158.7,83.8,0
W,F,N,N,155.6,240.2,85.0,1
W,F,N,N,152.1,212.2,85.7,1
W,M,N,Y,182.9,146.1,84.6,0
W,M,N,Y,168.4,255.9,84.2,0
W,F,N,N,152.9,271.7,88.9,1
A,M,Y,Y,198.9,302.9,87.0,1
W,M,N,Y,193.7,264.4,81.5,0
W,M,N,Y,174.9,129.4,83.5,0
A,F,Y,N,154.7,299.5,83.9,0
W,F,N,N,162.5,255.7,80.7,0
W,M,N,Y,189.1,273.2,86.5,1
W,M,N,Y,179.5,194.9,81.5,0
A,F,Y,N,155.7,331.2,86.9,1
B,M,N,Y,172.6,73.9,82.2,0
W,M,N,Y,182.7,231.4,83.2,0
A,F,Y,N,151.8,281.1,87.1,1
A,M,Y,Y,192.2,285.3,81.9,0
A,F,Y,N,153.4,317.9,84.9,0
A,F,Y,N,166.2,332.0,81.3,0
B,F,N,N,154.0,83.3,81.8,0
B,F,N,N,167.0,55.3,85.0,1
B,M,N,Y,195.4,59.9,82.3,0
W,F,N,N,162.9,246.4,81.7,0
A,M,Y,Y,176.4,282.1,80.6,0
B,F,N,N,168.0,74.2,87.2,1
W,M,N,Y,181.3,234.7,82.2,0
A,F,Y,N,163.9,301.4,83.4,0
W,F,N,N,159.6,231.6,84.1,0
A,F,Y,N,153.1,302.7,82.1,0
W,M,N,Y,177.3,139.1,85.4,1
B,M,N,Y,195.0,119.5,82.0,0
W,M,N,Y,195.3,188.6,80.6,0
A,F,Y,N,163.7,333.1,81.2,0
A,M,Y,Y,175.4,319.2,81.8,0
A,F,Y,N,166.5,293.2,89.0,1
B,M,N,Y,181.1,50.3,89.7,1
W,F,N,N,159.6,163.8,89.3,1
W,M,N,Y,186.3,135.6,88.6,1
A,M,Y,Y,191.4,345.9,81.7,0
W,M,N,Y,193.2,253.9,87.6,1
A,M,Y,Y,183.3,314.3,84.4,0
A,M,Y,Y,175.5,285.3,80.8,0
B,F,N,N,160.4,58.9,82.4,0
A,M,Y,Y,190.2,285.7,87.3,1
W,F,N,N,160.2,155.5,81.2,0
A,M,Y,Y,199.5,343.7,82.8,0
A,F,Y,N,165.2,279.5,85.5,1
B,M,N,Y,187.1,80.2,83.0,0
B,F,N,N,155.8,52.3,84.1,0
B,F,N,N,153.1,54.5,80.5,0
W,F,N,N,159.7,162.5,88.8,1
W,F,N,N,165.5,218.9,81.8,0
A,F,Y,N,160.7,281.2,81.9,0
W,M,N,Y,193.1,134.2,88.9,1
W,F,N,N,164.3,214.3,84.9,0
A,M,Y,Y,193.5,324.4,87.8,1
B,F,N,N,164.1,93.4,80.8,0
A,F,Y,N,163.0,335.0,83.7,0
W,F,N,N,154.1,199.0,86.4,1
W,F,N,N,158.1,183.4,84.2,0
W,F,N,N,162.7,170.3,89.9,1
A,M,Y,Y,172.0,275.5,86.5,1
A,F,Y,N,151.7,323.6,80.8,0
W,M,N,Y,178.0,234.5,84.1,0
B,M,N,Y,177.7,99.5,86.0,1
B,M,N,Y,185.7,59.9,81.7,0
B,M,N,Y,188.5,91.5,86.7,1
B,M,N,Y,185.0,59.9,86.6,1
W,F,N,N,163.0,193.7,89.2,1
A,F,Y,N,162.2,345.3,80.8,0
B,M,N,Y,170.5,93.9,81.9,0
B,F,N,N,160.9,90.2,87.8,1
A,M,Y,Y,173.5,299.9,81.5,0
A,F,Y,N,160.3,299.6,85.5,1
A,F,Y,N,156.4,345.3,88.8,1
A,F,Y,N,166.9,320.7,89.4,1
A,M,Y,Y,183.8,343.2,80.7,0
A,F,Y,N,162.2,319.7,81.3,0
B,M,N,Y,197.8,108.2,84.3,0
A,F,Y,N,167.8,292.2,85.9,1
W,F,N,N,154.3,256.6,89.9,1
W,F,N,N,155.3,126.0,84.5,0
W,M,N,Y,182.4,141.3,89.0,1
A,M,Y,Y,192.7,327.3,82.1,0
W,F,N,N,153.0,159.0,83.0,0
W,F,N,N,155.1,204.9,89.1,1
A,F,Y,N,150.9,298.1,80.9,0
W,M,N,Y,180.3,186.7,86.2,1
A,F,Y,N,160.6,288.4,82.9,0
B,F,N,N,154.4,106.2,84.4,0
W,F,N,N,167.3,246.9,80.7,0
B,M,N,Y,192.8,53.6,83.1,0
W,F,N,N,162.9,239.9,84.0,0
B,M,N,Y,194.3,58.7,88.9,1
B,M,N,Y,174.7,101.7,89.6,1
A,M,Y,Y,174.3,295.1,86.7,1
W,M,N,Y,192.0,142.1,82.6,0
A,M,Y,Y,193.9,331.0,83.4,0
A,F,Y,N,153.9,324.6,82.9,0
W,M,N,Y,172.0,150.8,85.2,1
A,F,Y,N,158.8,311.3,80.5,0
A,M,Y,Y,184.8,324.4,83.1,0
B,F,N,N,162.7,93.3,90.0,1
W,M,N,Y,173.5,192.7,85.4,1
B,M,N,Y,171.1,99.1,88.8,1
W,M,N,Y,185.2,161.3,89.4,1
W,F,N,N,153.8,163.3,81.8,0
B,F,N,N,154.4,99.9,88.4,1
B,M,N,Y,170.0,89.3,83.4,0
B,M,N,Y,177.2,115.6,80.3,0
B,F,N,N,157.2,104.1,82.4,0
W,M,N,Y,193.9,163.0,84.4,0
A,F,Y,N,160.7,345.8,85.2,1
B,F,N,N,158.5,60.2,88.6,1
B,M,N,Y,173.2,60.9,88.0,1
W,M,N,Y,173.9,162.0,81.3,0
A,M,Y,Y,184.6,332.1,81.5,0
W,M,N,Y,185.8,125.0,84.6,0
A,F,Y,N,152.5,339.6,80.2,0
W,M,N,Y,171.1,144.4,89.3,1
B,M,N,Y,183.7,90.4,85.9,1
A,F,Y,N,160.5,306.9,86.2,1
B,M,N,Y,191.9,89.7,80.0,0
B,M,N,Y,177.9,96.0,86.5,1
B,F,N,N,166.1,105.4,81.6,0
B,F,N,N,161.3,72.4,84.8,0
W,M,N,Y,196.3,161.0,83.6,0
A,M,Y,Y,187.5,306.9,81.8,0
B,M,N,Y,185.6,119.6,80.2,0
A,M,Y,Y,183.7,334.3,81.4,0
A,F,Y,N,156.9,275.6,80.9,0
B,M,N,Y,172.5,110.6,86.5,1
B,M,N,Y,169.6,57.4,82.7,0
B,M,N,Y,177.9,69.6,81.6,0
B,M,N,Y,171.5,119.1,83.8,0
W,M,N,Y,171.8,242.1,83.8,0
B,M,N,Y,186.5,104.6,88.5,1
B,F,N,N,159.9,104.3,80.0,0
W,M,N,Y,183.8,193.4,82.3,0
A,M,Y,Y,188.4,295.4,87.8,1
W,M,N,Y,195.0,265.7,81.7,0
A,M,Y,Y,191.4,319.7,83.4,0
W,M,N,Y,194.5,127.1,87.8,1
A,M,Y,Y,189.3,308.9,82.7,0
B,M,N,Y,187.8,98.0,88.5,1
A,F,Y,N,165.5,306.8,85.6,1
A,M,Y,Y,174.1,331.9,82.6,0
W,M,N,Y,194.5,251.1,89.1,1
A,F,Y,N,166.9,291.2,85.6,1
B,M,N,Y,195.4,113.4,81.6,0
W,M,N,Y,175.3,175.2,84.2,0
A,F,Y,N,155.5,304.1,82.1,0
A,F,Y,N,155.4,309.2,89.6,1
A,M,Y,Y,190.0,300.6,87.2,1
B,M,N,Y,182.1,72.0,87.9,1
A,M,Y,Y,180.1,324.3,88.2,1
B,M,N,Y,189.7,120.8,84.7,0
B,M,N,Y,178.4,85.1,87.8,1
A,M,Y,Y,199.5,325.9,81.0,0
B,F,N,N,165.1,57.9,88.1,1
B,F,N,N,163.3,61.6,88.9,1
A,F,Y,N,162.1,282.0,85.5,1
A,F,Y,N,165.0,281.3,88.5,1
W,F,N,N,157.3,218.4,80.8,0
B,M,N,Y,171.7,74.3,86.2,1
A,F,Y,N,160.6,328.9,84.4,0
A,M,Y,Y,193.4,285.3,82.9,0
B,F,N,N,150.3,106.2,86.6,1
A,M,Y,Y,189.8,324.6,80.9,0
B,F,N,N,166.6,106.1,80.3,0
A,F,Y,N,150.9,291.0,86.8,1
A,M,Y,Y,179.2,330.0,86.3,1
W,F,N,N,165.4,145.8,80.5,0
A,M,Y,Y,191.3,303.6,90.0,1
W,M,N,Y,198.1,241.6,85.8,1
A,M,Y,Y,190.4,329.2,87.3,1
W,F,N,N,154.5,264.4,82.9,0
A,F,Y,N,155.2,329.4,88.1,1
W,F,N,N,164.8,143.2,85.8,1
A,M,Y,Y,196.0,290.5,82.0,0
W,F,N,N,162.6,198.7,83.3,0
W,F,N,N,164.8,186.7,85.7,1
W,M,N,Y,170.6,185.5,85.7,1
A,F,Y,N,157.3,305.0,89.2,1
A,M,Y,Y,184.6,279.4,81.2,0
W,M,N,Y,198.3,171.8,86.1,1
A,M,Y,Y,184.7,329.0,87.9,1
B,F,N,N,168.2,78.0,80.2,0
B,M,N,Y,172.4,50.2,88.1,1
B,F,N,N,152.8,96.4,85.1,1
B,M,N,Y,196.0,92.6,87.4,1
W,M,N,Y,188.4,188.5,82.0,0
W,F,N,N,165.5,233.9,89.5,1
A,F,Y,N,151.2,342.7,85.2,1
B,M,N,Y,172.2,91.5,84.2,0
W,M,N,Y,197.0,199.3,87.5,1
B,F,N,N,151.6,83.7,86.0,1
B,M,N,Y,179.0,51.8,81.0,0
W,M,N,Y,195.3,195.4,88.5,1
W,M,N,Y,194.7,152.7,82.8,0
B,M,N,Y,175.7,99.6,83.0,0
B,F,N,N,152.9,101.8,86.7,1
B,M,N,Y,199.5,91.0,86.5,1
W,F,N,N,166.8,254.2,85.3,1
A,F,Y,N,155.0,343.7,85.8,1
A,M,Y,Y,195.4,321.1,85.1,1
W,F,N,N,166.9,177.1,85.6,1
A,F,Y,N,167.5,314.4,88.1,1
B,M,N,Y,186.8,80.1,81.3,0
W,M,N,Y,193.5,148.4,87.0,1
B,F,N,N,162.2,99.3,89.8,1
A,F,Y,N,155.3,282.6,85.6,1
W,F,N,N,154.3,222.7,88.0,1
W,F,N,N,157.2,234.8,88.7,1
A,M,Y,Y,171.4,340.2,81.3,0
B,M,N,Y,192.1,105.1,88.7,1
A,M,Y,Y,181.5,302.7,87.1,1
A,F,Y,N,167.6,307.3,88.6,1
W,M,N,Y,175.7,157.7,83.4,0
B,F,N,N,165.3,102.7,89.4,1
B,F,N,N,167.4,75.1,88.5,1
W,F,N,N,158.3,259.7,81.0,0
W,M,N,Y,193.0,237.0,89.3,1
W,M,N,Y,170.6,178.7,84.6,0
A,F,Y,N,164.2,293.4,88.1,1
A,F,Y,N,150.6,319.6,87.8,1
A,M,Y,Y,199.7,314.7,87.7,1
W,F,N,N,164.8,258.1,89.2,1
W,F,N,N,164.7,196.8,85.4,1
B,M,N,Y,196.6,65.1,82.1,0
B,F,N,N,162.6,58.0,80.7,0
A,F,Y,N,167.6,294.9,88.5,1
A,F,Y,N,152.2,310.4,84.1,0
B,F,N,N,162.7,97.5,87.5,1
A,F,Y,N,167.1,347.4,87.4,1
B,M,N,Y,189.0,55.7,87.3,1
B,M,N,Y,175.0,116.5,88.5,1
B,F,N,N,156.2,70.1,84.0,0
W,M,N,Y,171.6,263.3,85.1,1
W,F,N,N,163.7,252.0,88.2,1
A,M,Y,Y,181.8,342.8,87.7,1
W,M,N,Y,197.1,130.8,82.1,0
W,M,N,Y,178.4,216.5,83.9,0
A,F,Y,N,152.8,339.2,81.8,0
W,M,N,Y,184.9,269.5,87.7,1
A,F,Y,N,156.3,322.5,87.4,1
A,F,Y,N,163.4,291.5,82.8,0
W,F,N,N,166.0,257.3,88.1,1
A,F,Y,N,157.7,324.6,85.8,1
W,F,N,N,166.5,164.9,87.0,1
A,M,Y,Y,181.9,294.5,80.9,0
A,M,Y,Y,187.2,280.8,86.7,1
W,F,N,N,166.2,132.5,88.7,1
A,M,Y,Y,184.5,308.0,86.6,1
W,M,N,Y,192.4,132.0,86.3,1
W,F,N,N,150.0,127.9,89.0,1
B,F,N,N,157.0,92.1,83.3,0
W,M,N,Y,193.4,198.9,89.8,1
A,F,Y,N,154.0,309.5,81.7,0
B,F,N,N,155.8,71.9,84.0,0
B,M,N,Y,195.8,55.5,85.8,1
A,M,Y,Y,173.4,291.1,84.0,0
W,M,N,Y,182.8,193.0,80.3,0
W,M,N,Y,171.4,185.7,87.3,1
W,M,N,Y,184.3,195.1,82.2,0
B,F,N,N,164.3,78.4,88.3,1
W,M,N,Y,193.8,162.9,81.3,0
B,M,N,Y,172.2,89.1,82.2,0
B,M,N,Y,172.9,120.9,87.5,1
A,F,Y,N,154.7,310.1,80.3,0
A,M,Y,Y,192.3,345.5,89.2,1
A,M,Y,Y,197.1,334.7,87.2,1
W,F,N,N,158.1,187.9,88.8,1
B,F,N,N,166.3,81.7,84.9,0
A,F,Y,N,161.6,346.5,82.7,0
B,M,N,Y,175.0,58.9,85.6,1
B,F,N,N,162.3,78.3,85.0,1
B,M,N,Y,188.2,85.8,84.3,0
W,M,N,Y,169.3,157.1,82.6,0
W,F,N,N,156.3,190.3,85.3,1
A,F,Y,N,157.1,289.7,87.7,1
